Experiment,Model,Run,AS_Index,Line,Title,Matched_GT,Decision,Reason,Has_Payoff_Evidence
ODD-only,DeepSeek-V4-Pro,run_19.md,1,8,Queue Entry Dilemma,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD-only,DeepSeek-V4-Pro,run_19.md,2,22,Overstay Enforcement Dilemma,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_19.md,3,36,Resident vs. Non‑resident Priority Dilemma,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_19.md,4,50,Complaint Dilemma,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD-only,DeepSeek-V4-Pro,run_19.md,5,65,Capacity Investment Dilemma,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_20.md,1,3,Action Situation 1,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_20.md,2,16,Action Situation 2,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_20.md,3,29,Action Situation 3,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_20.md,4,42,Action Situation 4,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD-only,DeepSeek-V4-Pro,run_20.md,5,55,Action Situation 5,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_20.md,6,68,Action Situation 6,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_20.md,7,81,Action Situation 7,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_20.md,8,94,Action Situation 8,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD-only,DeepSeek-V4-Pro,run_21.md,1,7,Queue Order Dilemma,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_21.md,2,18,Overstay Dilemma,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD-only,DeepSeek-V4-Pro,run_21.md,3,29,Staff Enforcement Game,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD-only,DeepSeek-V4-Pro,run_21.md,4,40,Resident Entitlement Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_21.md,5,51,Complaint Dilemma,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD-only,DeepSeek-V4-Pro,run_21.md,6,62,Peak‑charging Congestion Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_21.md,7,73,Favouritism Game,AS4: Informal priority exchange between EV user and parking staff,FP-duplicate,duplicate generated AS for AS4: Informal priority exchange between EV user and parking staff,1
ODD-only,DeepSeek-V4-Pro,run_21.md,8,84,Capacity‑expansion Dilemma,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_22.md,1,3,Queue Compliance Dilemma,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD-only,DeepSeek-V4-Pro,run_22.md,2,17,Overstaying Dilemma,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_22.md,3,31,Rule Enforcement Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_22.md,4,45,Resident Priority Claim Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_22.md,5,59,Complaint Reporting Dilemma,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_22.md,6,73,Off‑Peak Charging Coordination,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_23.md,1,3,Queue Compliance in Shared Charging,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_23.md,2,16,Overstay in Charging Bay,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_23.md,3,29,Staff Enforcement of Charging Rules,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_23.md,4,42,Resident vs Non-resident Priority Claim,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_23.md,5,55,Reporting Violations as a Public Good,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD-only,DeepSeek-V4-Pro,run_23.md,6,68,Capacity Expansion under User Pressure,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD-only,DeepSeek-V4-Pro,run_23.md,7,81,Informal Priority Request,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD-only,DeepSeek-V4-Pro,run_24.md,1,5,Queue Compliance Dilemma,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD-only,DeepSeek-V4-Pro,run_24.md,2,16,Overstay Dilemma,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD-only,DeepSeek-V4-Pro,run_24.md,3,27,Rule Enforcement Dilemma,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
