Experiment,Model,Run,TP,FN,FP,Precision,Recall
ODD+game_stuff,Llama-3.3-70B,run_22.md,6,0,2,0.7500,1.0000
ODD+game_stuff,Llama-3.3-70B,run_23.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_24.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_25.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_26.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_27.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_28.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_29.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_30.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_01.md,5,1,1,0.8333,0.8333
ODD+game_stuff,Qwen2.5-7B,run_02.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_03.md,6,0,3,0.6667,1.0000
ODD+game_stuff,Qwen2.5-7B,run_04.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_05.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_06.md,6,0,3,0.6667,1.0000
ODD+game_stuff,Qwen2.5-7B,run_07.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_08.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_09.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_10.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_11.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_12.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_13.md,6,0,1,0.8571,1.0000
ODD+game_stuff,Qwen2.5-7B,run_14.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_15.md,3,3,0,1.0000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_16.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_17.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_18.md,5,1,3,0.6250,0.8333
ODD+game_stuff,Qwen2.5-7B,run_19.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_20.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_21.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_22.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_23.md,6,0,1,0.8571,1.0000
ODD+game_stuff,Qwen2.5-7B,run_24.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_25.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_26.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_27.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_28.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_29.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_30.md,6,0,4,0.6000,1.0000
