Experiment,Model,Run,TP,FN,FP,Precision,Recall
ODD+game_stuff,Llama-3.3-70B,run_09.md,1,1,4,0.2000,0.5000
ODD+game_stuff,Llama-3.3-70B,run_10.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_11.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_12.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_13.md,2,0,1,0.6667,1.0000
ODD+game_stuff,Llama-3.3-70B,run_14.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_15.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_16.md,1,1,3,0.2500,0.5000
ODD+game_stuff,Llama-3.3-70B,run_17.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_18.md,2,0,1,0.6667,1.0000
ODD+game_stuff,Llama-3.3-70B,run_19.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_20.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_21.md,2,0,1,0.6667,1.0000
ODD+game_stuff,Llama-3.3-70B,run_22.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_23.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_24.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_25.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Llama-3.3-70B,run_26.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_27.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Llama-3.3-70B,run_28.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_29.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_30.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_01.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_02.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_03.md,1,1,1,0.5000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_04.md,0,2,4,0.0000,0.0000
ODD+game_stuff,Qwen2.5-7B,run_05.md,1,1,1,0.5000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_06.md,1,1,3,0.2500,0.5000
ODD+game_stuff,Qwen2.5-7B,run_07.md,2,0,2,0.5000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_08.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_09.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_10.md,1,1,0,1.0000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_11.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_12.md,1,1,0,1.0000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_13.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_14.md,2,0,1,0.6667,1.0000
ODD+game_stuff,Qwen2.5-7B,run_15.md,1,1,0,1.0000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_16.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_17.md,2,0,1,0.6667,1.0000
ODD+game_stuff,Qwen2.5-7B,run_18.md,1,1,4,0.2000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_19.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_20.md,2,0,1,0.6667,1.0000
ODD+game_stuff,Qwen2.5-7B,run_21.md,2,0,1,0.6667,1.0000
ODD+game_stuff,Qwen2.5-7B,run_22.md,2,0,3,0.4000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_23.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_24.md,1,1,3,0.2500,0.5000
ODD+game_stuff,Qwen2.5-7B,run_25.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_26.md,2,0,1,0.6667,1.0000
ODD+game_stuff,Qwen2.5-7B,run_27.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_28.md,2,0,1,0.6667,1.0000
ODD+game_stuff,Qwen2.5-7B,run_29.md,1,1,2,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_30.md,2,0,1,0.6667,1.0000
