Experiment,Model,Run,AS_Index,Line,Title,Matched_GT,Decision,Reason,Has_Payoff_Evidence
ODD+game_stuff,DeepSeek-R1,run_05.md,3,46,Sequential Fishing Access Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_06.md,1,5,Water Extraction Dilemma (Upstream vs. Downstream),AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_06.md,2,33,Fishing Access Race (Downstream Farmers),AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_07.md,1,3,Water Appropriation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_07.md,2,23,Sequential Fishing Competition,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_08.md,1,5,Water Allocation Dilemma between Upstream and Downstream Farmers,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_08.md,2,30,Fishing Access Competition among Downstream Farmers,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_09.md,1,5,1. Upstream-Downstream Water Extraction Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_09.md,2,38,2. Downstream Farmer's Irrigation-Fish Trade-off,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_10.md,1,5,Water Appropriation Dilemma Between Upstream and Downstream Farmers,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_11.md,1,5,Water Extraction Rivalry Between Adjacent Farmers,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_11.md,2,32,Lake Threshold Preservation,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,DeepSeek-R1,run_12.md,1,5,Water Allocation Dilemma between Upstream and Downstream Farmers,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_12.md,2,30,Sequential Fishing Access Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_12.md,3,55,Risk-Taking Dilemma under Income Thresholds,AS2: Fish extraction common pool resource game,FP-duplicate,duplicate generated AS for AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_13.md,1,3,Water Extraction Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_13.md,2,24,Fishing Order Conflict,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_14.md,1,3,Upstream-Downstream Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_15.md,1,5,Upstream-Downstream Water Withdrawal Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_15.md,2,43,Downstream Fishing Pressure Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_16.md,1,5,Upstream-Downstream Water Competition,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_17.md,1,5,Water Withdrawal Tension Between Upstream and Downstream Farmers,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_17.md,2,28,Fishing Priority Tension Among Downstream Farmers,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_18.md,1,22,Upstream-Downstream Water Allocation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_18.md,2,43,Downstream Fishing Race,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_19.md,1,5,Upstream-Downstream Water Competition,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_19.md,2,34,Fish Stock Access Competition,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_19.md,3,61,Upstream-Downstream Water Competition,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_19.md,4,71,Fish Stock Access Competition,AS2: Fish extraction common pool resource game,FP-duplicate,duplicate generated AS for AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_20.md,1,32,Water Extraction Dilemma (Upstream vs. Downstream Farmer),AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_20.md,2,51,Fishing Order Dilemma (Two Downstream Farmers),AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_21.md,1,33,Water Extraction Dilemma between Adjacent Farmers,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_22.md,1,5,Water Extraction Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_22.md,2,34,Fishing Access Competition,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_23.md,1,3,Water Withdrawal Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_24.md,1,5,Water Withdrawal Rivalry,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_24.md,2,23,Fishing Access Competition,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_25.md,1,5,Water Allocation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_25.md,2,25,Fishing Access Race,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_26.md,1,5,Water Extraction Dilemma with Lake Threshold,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_26.md,2,38,Downstream Fishing Competition,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_27.md,1,5,1. Water Extraction Dilemma (Upstream-Downstream),AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_27.md,2,31,2. Fishing Access Dilemma (Downstream-Upstream),AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_28.md,1,7,Upstream-Downstream Water Extraction Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_28.md,2,26,Downstream Fishery Access Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,DeepSeek-R1,run_29.md,1,20,Water Extraction Trade-off (Upstream vs. Downstream),AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_29.md,2,44,May Water Threshold Dilemma,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_30.md,1,9,Upstream-Downstream Water Allocation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,DeepSeek-R1,run_30.md,2,30,Lake Threshold Coordination Dilemma,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_01.md,1,5,1. Upstream-Downstream Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_01.md,2,16,2. Fishing Overexploitation Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_01.md,3,27,3. Water-Fish Tradeoff Dilemma,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_01.md,4,38,4. Ecological Threshold Dilemma,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_02.md,1,3,Upstream-Downstream Water Allocation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_02.md,2,16,Over-Exploitation of Fish Population,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_02.md,3,29,Irrigation vs. Fishing Trade-Off,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_02.md,4,42,Water Conservation vs. Maximization,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_03.md,1,6,Upstream Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_03.md,2,18,Downstream Fishing Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_03.md,3,29,3. Farmer's Field Expansion Decision,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_03.md,4,42,Threshold Water Allocation Dilemma,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_04.md,1,3,Upstream Farmer Exploitation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_04.md,2,16,Fishing Quota Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_04.md,3,29,Irrigation Investment,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_04.md,4,42,Water Conservation,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_05.md,1,4,Over-Irrigation vs. Conservation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_05.md,2,16,Over-Fishing vs. Conservation,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_05.md,3,28,Expansion vs. Caution,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_05.md,4,40,Investment vs. Non-Investment,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_05.md,5,52,Adaptive Management vs. Business-As-Usual,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_06.md,1,3,Upstream Farmer vs Downstream Farmer - Water Extraction,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_06.md,2,16,Farmer vs Fish Population - Fishing and Irrigation,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_06.md,3,29,Upstream Farmer vs Downstream Farmer - Information Sharing,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_07.md,1,3,Upstream-Downstream Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_07.md,2,16,Fishing and Irrigation Trade-off,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_07.md,3,29,Ecological Threshold and Irrigation,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_08.md,1,3,Upstream-Downstream Water Allocation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_08.md,2,16,Fishing Resource Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_08.md,3,29,Ecological Threshold Management,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_08.md,4,42,Spatial Asymmetry in Water Allocation,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_08.md,5,55,Max Field Allocation,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_09.md,1,3,Upstream-Downstream Water Allocation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_09.md,2,16,Fishing Quota Allocation,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_09.md,3,29,Irrigation Investment vs. Ecological Thresholds,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_09.md,4,42,Upstream-Downstream Water Storage,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_09.md,5,55,Crop Selection vs. Water Availability,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_10.md,1,5,Over-irrigation vs. Conservation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_10.md,2,17,Over-fishing vs. Conservation,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_10.md,3,27,Farmer's Field Expansion Decision,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_10.md,4,38,Farmer's Water Storage Decision,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_11.md,1,4,Over-Irrigation vs. Conservation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_11.md,2,16,Over-Fishing vs. Conservation,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_11.md,3,28,Investment in Irrigation vs. Investment in Fishing,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_11.md,4,40,Short-Term Gains vs. Long-Term Sustainability,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_12.md,1,5,"An upstream farmer must decide whether to irrigate a high or low number of fields, affecting their own yield and the water availability for downstream farmers.",AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_12.md,2,17,"A downstream farmer must decide whether to fish a high or low amount, affecting their own income and the fish population's sustainability.",AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_12.md,3,29,"A farmer must decide whether to expand their fields to the maximum (10 fields) or maintain a lower number of fields, affecting their own yield and the water availability for other farmers.",AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_12.md,4,41,"A farmer must decide whether to take a risk and increase their irrigated fields by one, hoping for more water availability, or play it safe and maintain their current fields.",None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_13.md,1,4,Over-Irrigation vs. Conservation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_13.md,2,18,Over-Fishing vs. Conservation,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_13.md,3,32,Short-Term Gain vs. Long-Term Sustainability,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_14.md,1,4,Over-extraction of Water,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_14.md,2,18,Overfishing,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_14.md,3,32,Water Availability vs. Ecological Thresholds,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_14.md,4,46,Short-term Gain vs. Long-term Sustainability,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_15.md,1,5,"An upstream farmer must decide whether to irrigate a high or low number of fields, affecting their own yield and the water availability for downstream farmers.",AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_15.md,2,17,"A downstream farmer must decide whether to fish a high or low amount, affecting their own income and the fish population.",AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_15.md,3,29,"A farmer must decide whether to expand their fields, affecting their own budget and the water availability for other farmers.",None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_15.md,4,41,"Farmers must collectively manage the fish population to avoid exceeding the ecological threshold, affecting their own income and the long-term sustainability of the fish population.",AS2: Fish extraction common pool resource game,FP-duplicate,duplicate generated AS for AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_16.md,1,3,Upstream-Downstream Water Allocation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_16.md,2,16,Fishing Quota Allocation,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_16.md,3,29,Irrigation Investment,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_16.md,4,42,Water Conservation,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_17.md,1,5,Upstream Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_17.md,2,17,Downstream Fishing Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_17.md,3,29,Water Allocation Dilemma,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_17.md,4,40,4. Farmer's Field Expansion Decision,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_18.md,1,3,Upstream-Downstream Water Usage,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_18.md,2,16,Fishing and Water Usage,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_18.md,3,29,Ecological Thresholds and Water Usage,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_19.md,1,3,Upstream-Downstream Water Allocation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_19.md,2,16,Farmer's Dilemma - Irrigation vs. Conservation,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_19.md,3,29,Fishery Management - Harvesting vs. Conservation,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_19.md,4,42,Budget Allocation - Irrigation vs. Fishing,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_20.md,1,3,Upstream-Downstream Water Allocation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_20.md,2,16,Fishing Resource Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_20.md,3,29,Ecological Thresholds and Water Use,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
ODD+game_stuff,Llama-3.3-70B,run_20.md,4,42,Spatial Asymmetry and Field Allocation,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_21.md,1,5,1. Upstream-Downstream Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_21.md,2,16,2. Fishing Competition Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_21.md,3,27,3. Water Conservation vs. Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_22.md,1,4,Over-Irrigation vs. Conservation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1
ODD+game_stuff,Llama-3.3-70B,run_22.md,2,18,Over-Fishing vs. Conservation,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1
ODD+game_stuff,Llama-3.3-70B,run_22.md,3,32,Expansion vs. Stability,None,FP-wrong,generated AS is not one of the two confirmed correct ASs,1
