Experiment,Model,Run,AS_Index,Line,Title,Matched_GT,Decision,Reason,Has_Payoff_Evidence
ODD+game_stuff,DeepSeek-V4-Pro,run_04.md,8,87,Complaint about Violation,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_05.md,1,5,Queue Order Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_05.md,2,14,Post‑Charging Bay Release,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_05.md,3,23,Rule Enforcement and Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_05.md,4,32,Informal Priority and Favoritism,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_05.md,5,41,Charger Capacity Expansion,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_05.md,6,59,Reservation Competition,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_05.md,7,68,Resident Priority Claim,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_05.md,8,86,Peak vs. Off‑peak Charging Coordination,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_06.md,1,5,Queue Order Compliance Game,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_06.md,2,18,Move-out Timing Game (Bay Release),None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_06.md,3,35,Rule Enforcement Game (Staff Monitoring),AS1: Queue-order and prompt move-out compliance between EV users,FP-duplicate,duplicate generated AS for AS1: Queue-order and prompt move-out compliance between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_06.md,4,52,Informal Priority Request Game,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_06.md,5,69,Capacity Expansion Game (Investment in New Chargers),AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_06.md,6,82,Resident vs Non-resident Priority Claim Game,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_07.md,1,3,Queue Order Compliance Dilemma,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_07.md,2,17,Post-Charging Overstay Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_07.md,3,31,Staff Enforcement vs User Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_07.md,4,45,Informal Priority Game,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_07.md,5,59,Resident vs Non-resident Priority Norm,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_07.md,6,73,Capacity Expansion Public Goods Game,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_07.md,7,87,Charger Fault Reporting Dilemma,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_08.md,1,3,Queue Order Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_08.md,2,21,Post‑Charging Move‑out Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_08.md,3,39,Staff Monitoring and User Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_08.md,4,57,Informal Priority Request,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_08.md,5,74,Violation Reporting Dilemma,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_08.md,6,91,Resident vs. Non‑resident Access Claim,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_08.md,7,108,Collective Funding for Additional Chargers,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_09.md,1,3,Queue Order Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_09.md,2,16,Move-Out Promptness,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_09.md,3,29,Enforcement Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_09.md,4,42,Resident vs Non-resident Priority Claim,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_09.md,5,55,Reservation Adherence,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_09.md,6,68,Violation Reporting,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_09.md,7,81,Capacity Investment,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_09.md,8,94,Staff Discretion (Informal Priority),AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_10.md,1,7,Queue Order Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_10.md,2,22,Post-Charging Move‑out (Overstay),AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_10.md,3,37,Staff Enforcement of Queue Rules,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_10.md,4,52,Informal Priority Request,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_10.md,5,67,Capacity Expansion Contribution,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_10.md,6,82,Off‑peak Charging Coordination,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_10.md,7,97,Complaint Reporting (User‑side Enforcement),AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_10.md,8,112,Reservation vs. Walk‑in,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_10.md,9,127,Resident vs. Non‑resident Priority Claim,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,1,3,Queue Order Compliance,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,2,18,Post‑Charging Move‑out,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,3,33,Staff Enforcement vs User Compliance,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,4,48,Resident vs Non‑Resident Charger Access,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,5,63,Informal Priority and Favoritism,AS4: Informal priority exchange between EV user and parking staff,FP-duplicate,duplicate generated AS for AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,6,78,Capacity Expansion Investment,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,7,93,Complaint Reporting,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,8,108,Off‑Peak Charging Coordination,AS2: Sequential learning in reservation and off-peak charging behaviour,TP,generated AS matches AS2: Sequential learning in reservation and off-peak charging behaviour,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,9,123,Reservation vs Live Queue Commitment,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_11.md,10,138,Charger Fault Reporting,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_12.md,1,3,Queue Order Compliance,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_12.md,2,14,Bay Release Timing,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_12.md,3,25,Rule Enforcement,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_12.md,4,36,Resident Priority Claim,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_12.md,5,47,Informal Priority Request,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_12.md,6,58,Complaint and Response,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_12.md,7,69,Capacity Investment,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_12.md,8,80,Off‑peak Charging Coordination,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_13.md,1,3,Queue Order Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_13.md,2,17,Post-Charging Bay Release,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_13.md,3,31,Staff Enforcement vs. User Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_13.md,4,45,Queue Priority Entitlement,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_13.md,5,59,Informal Priority Request,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_13.md,6,73,Charger Capacity Expansion Funding,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_13.md,7,87,Charger Fault Reporting,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_13.md,8,101,Off-Peak Charging Coordination,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_14.md,1,3,Queue Order Compliance Game,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_14.md,2,14,Bay Overstay Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_14.md,3,27,Rule Enforcement Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_14.md,4,40,Charger Capacity Investment Game,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_14.md,5,53,Informal Priority Game,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_14.md,6,66,Resident vs Non‑resident Entitlement Clash,AS1: Queue-order and prompt move-out compliance between EV users,FP-duplicate,duplicate generated AS for AS1: Queue-order and prompt move-out compliance between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_15.md,1,3,Queue Order Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_15.md,2,18,Move-Out Timing,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_15.md,3,33,Staff Enforcement of Queue Rules,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_15.md,4,48,Resident vs Non-Resident Priority Claim,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_15.md,5,63,Reservation vs Walk-in,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_15.md,6,78,Complaint and Staff Response,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_15.md,7,93,Capacity Expansion,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,1,90,Queue Order Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,2,99,Move-Out Promptness,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,3,106,Staff Enforcement vs. User Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,4,119,Resident vs Non-Resident Entitlement,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,5,131,Reservation vs. Live Queue,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,6,150,Complaint Dilemma,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,7,162,Capacity Expansion Lobbying,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,8,169,Informal Priority Seeking,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,9,181,Staff Overstay Tolerance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,10,187,Resident vs Non-Resident Priority Norm,AS4: Informal priority exchange between EV user and parking staff,FP-duplicate,duplicate generated AS for AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,11,241,Queue Order Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,12,252,Move-Out Promptness,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,13,262,Staff Enforcement vs User Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,14,274,Resident vs Non-Resident Entitlement,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,15,285,Reservation vs Live Queue,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,16,296,Complaint Dilemma,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,17,307,Capacity Expansion Lobbying,AS3: Shared charger-capacity contribution dilemma among residents,FP-duplicate,duplicate generated AS for AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,18,318,Informal Priority Seeking,AS4: Informal priority exchange between EV user and parking staff,FP-duplicate,duplicate generated AS for AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,19,360,Peak vs Off-Peak Charging,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,20,375,Staff Favoritism Game,AS4: Informal priority exchange between EV user and parking staff,FP-duplicate,duplicate generated AS for AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,21,426,Queue Order Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,22,436,Move-Out Promptness,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,23,446,Staff Enforcement vs User Compliance,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,24,456,Resident vs Non-Resident Entitlement,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,25,466,Reservation vs Live Queue,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,26,476,Complaint Dilemma,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,27,486,Capacity Expansion Lobbying,AS3: Shared charger-capacity contribution dilemma among residents,FP-duplicate,duplicate generated AS for AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,28,496,Informal Priority Seeking,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,29,506,Peak vs Off-Peak Charging,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_16.md,30,516,Staff Favoritism,AS4: Informal priority exchange between EV user and parking staff,FP-duplicate,duplicate generated AS for AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,1,3,Queue Bypass Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,2,16,Bay Release Game,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,3,29,Enforcement Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,4,42,Complaint Reporting Game,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,5,55,Capacity Investment Game,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,6,68,Informal Priority Game,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,7,81,Off‑Peak Coordination Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,8,94,Reservation Commitment Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,9,107,Rule Contestation Game,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_17.md,10,120,Fault Reporting Game,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1
ODD+game_stuff,DeepSeek-V4-Pro,run_18.md,1,3,Queue Order Compliance,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_18.md,2,14,Move-out Promptness,AS6: Shared charger-occupancy common-pool congestion between EV users,TP,generated AS matches AS6: Shared charger-occupancy common-pool congestion between EV users,1
ODD+game_stuff,DeepSeek-V4-Pro,run_18.md,3,25,Rule Enforcement,None,FP-wrong,generated AS is not one of the scenario-file correct ASs,1
ODD+game_stuff,DeepSeek-V4-Pro,run_18.md,4,36,Informal Priority,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1
