Experiment,Model,Run,TP,FN,FP,Precision,Recall
ODD+game_stuff,DeepSeek-V4-Pro,run_26.md,5,1,0,1.0000,0.8333
ODD+game_stuff,DeepSeek-V4-Pro,run_27.md,5,1,1,0.8333,0.8333
ODD+game_stuff,DeepSeek-V4-Pro,run_28.md,4,2,0,1.0000,0.6667
ODD+game_stuff,DeepSeek-V4-Pro,run_29.md,4,2,1,0.8000,0.6667
ODD+game_stuff,DeepSeek-V4-Pro,run_30.md,5,1,1,0.8333,0.8333
ODD+game_stuff,Llama-3.3-70B,run_01.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Llama-3.3-70B,run_02.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_03.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_04.md,5,1,1,0.8333,0.8333
ODD+game_stuff,Llama-3.3-70B,run_05.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_06.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Llama-3.3-70B,run_07.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_08.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Llama-3.3-70B,run_09.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_10.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_11.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Llama-3.3-70B,run_12.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_13.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_14.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_15.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_16.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_17.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_18.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_19.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_20.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_21.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_22.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Llama-3.3-70B,run_23.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_24.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_25.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_26.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_27.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_28.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Llama-3.3-70B,run_29.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Llama-3.3-70B,run_30.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Qwen2.5-7B,run_01.md,3,3,7,0.3000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_02.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_03.md,4,2,6,0.4000,0.6667
ODD+game_stuff,Qwen2.5-7B,run_04.md,5,1,4,0.5556,0.8333
ODD+game_stuff,Qwen2.5-7B,run_05.md,5,1,3,0.6250,0.8333
ODD+game_stuff,Qwen2.5-7B,run_06.md,5,1,4,0.5556,0.8333
ODD+game_stuff,Qwen2.5-7B,run_07.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_08.md,6,0,5,0.5455,1.0000
ODD+game_stuff,Qwen2.5-7B,run_09.md,3,3,7,0.3000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_10.md,5,1,4,0.5556,0.8333
ODD+game_stuff,Qwen2.5-7B,run_11.md,5,1,5,0.5000,0.8333
ODD+game_stuff,Qwen2.5-7B,run_12.md,5,1,5,0.5000,0.8333
ODD+game_stuff,Qwen2.5-7B,run_13.md,6,0,6,0.5000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_14.md,4,2,5,0.4444,0.6667
ODD+game_stuff,Qwen2.5-7B,run_15.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_16.md,5,1,3,0.6250,0.8333
ODD+game_stuff,Qwen2.5-7B,run_17.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_18.md,5,1,5,0.5000,0.8333
ODD+game_stuff,Qwen2.5-7B,run_19.md,3,3,6,0.3333,0.5000
ODD+game_stuff,Qwen2.5-7B,run_20.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_21.md,4,2,6,0.4000,0.6667
ODD+game_stuff,Qwen2.5-7B,run_22.md,4,2,5,0.4444,0.6667
ODD+game_stuff,Qwen2.5-7B,run_23.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_24.md,3,3,7,0.3000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_25.md,6,0,4,0.6000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_26.md,5,1,5,0.5000,0.8333
ODD+game_stuff,Qwen2.5-7B,run_27.md,3,3,7,0.3000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_28.md,5,1,4,0.5556,0.8333
ODD+game_stuff,Qwen2.5-7B,run_29.md,5,1,4,0.5556,0.8333
ODD+game_stuff,Qwen2.5-7B,run_30.md,4,2,5,0.4444,0.6667
