Experiment,Model,Run,TP,FN,FP,Precision,Recall
ODD-only,Llama-3.3-70B,run_09.md,3,3,2,0.6000,0.5000
ODD-only,Llama-3.3-70B,run_10.md,4,2,1,0.8000,0.6667
ODD-only,Llama-3.3-70B,run_11.md,4,2,1,0.8000,0.6667
ODD-only,Llama-3.3-70B,run_12.md,3,3,3,0.5000,0.5000
ODD-only,Llama-3.3-70B,run_13.md,4,2,1,0.8000,0.6667
ODD-only,Llama-3.3-70B,run_14.md,3,3,2,0.6000,0.5000
ODD-only,Llama-3.3-70B,run_15.md,5,1,0,1.0000,0.8333
ODD-only,Llama-3.3-70B,run_16.md,4,2,1,0.8000,0.6667
ODD-only,Llama-3.3-70B,run_17.md,4,2,0,1.0000,0.6667
ODD-only,Llama-3.3-70B,run_18.md,4,2,1,0.8000,0.6667
ODD-only,Llama-3.3-70B,run_19.md,4,2,1,0.8000,0.6667
ODD-only,Llama-3.3-70B,run_20.md,5,1,0,1.0000,0.8333
ODD-only,Llama-3.3-70B,run_21.md,5,1,0,1.0000,0.8333
ODD-only,Llama-3.3-70B,run_22.md,5,1,0,1.0000,0.8333
ODD-only,Llama-3.3-70B,run_23.md,4,2,1,0.8000,0.6667
ODD-only,Llama-3.3-70B,run_24.md,4,2,1,0.8000,0.6667
ODD-only,Llama-3.3-70B,run_25.md,4,2,1,0.8000,0.6667
ODD-only,Llama-3.3-70B,run_26.md,5,1,0,1.0000,0.8333
ODD-only,Llama-3.3-70B,run_27.md,5,1,0,1.0000,0.8333
ODD-only,Llama-3.3-70B,run_28.md,4,2,2,0.6667,0.6667
ODD-only,Llama-3.3-70B,run_29.md,5,1,1,0.8333,0.8333
ODD-only,Llama-3.3-70B,run_30.md,4,2,1,0.8000,0.6667
ODD-only,Qwen2.5-7B,run_01.md,5,1,5,0.5000,0.8333
ODD-only,Qwen2.5-7B,run_02.md,1,5,0,1.0000,0.1667
ODD-only,Qwen2.5-7B,run_03.md,4,2,4,0.5000,0.6667
ODD-only,Qwen2.5-7B,run_04.md,5,1,5,0.5000,0.8333
ODD-only,Qwen2.5-7B,run_05.md,3,3,6,0.3333,0.5000
ODD-only,Qwen2.5-7B,run_06.md,4,2,6,0.4000,0.6667
ODD-only,Qwen2.5-7B,run_07.md,5,1,4,0.5556,0.8333
ODD-only,Qwen2.5-7B,run_08.md,5,1,5,0.5000,0.8333
ODD-only,Qwen2.5-7B,run_09.md,4,2,5,0.4444,0.6667
ODD-only,Qwen2.5-7B,run_10.md,4,2,1,0.8000,0.6667
ODD-only,Qwen2.5-7B,run_11.md,3,3,6,0.3333,0.5000
ODD-only,Qwen2.5-7B,run_12.md,5,1,6,0.4545,0.8333
ODD-only,Qwen2.5-7B,run_13.md,4,2,6,0.4000,0.6667
ODD-only,Qwen2.5-7B,run_14.md,5,1,4,0.5556,0.8333
ODD-only,Qwen2.5-7B,run_15.md,6,0,3,0.6667,1.0000
ODD-only,Qwen2.5-7B,run_16.md,5,1,5,0.5000,0.8333
ODD-only,Qwen2.5-7B,run_17.md,4,2,6,0.4000,0.6667
ODD-only,Qwen2.5-7B,run_18.md,3,3,7,0.3000,0.5000
ODD-only,Qwen2.5-7B,run_19.md,5,1,4,0.5556,0.8333
ODD-only,Qwen2.5-7B,run_20.md,4,2,5,0.4444,0.6667
ODD-only,Qwen2.5-7B,run_21.md,5,1,5,0.5000,0.8333
ODD-only,Qwen2.5-7B,run_22.md,6,0,3,0.6667,1.0000
ODD-only,Qwen2.5-7B,run_23.md,5,1,5,0.5000,0.8333
ODD-only,Qwen2.5-7B,run_24.md,4,2,6,0.4000,0.6667
ODD-only,Qwen2.5-7B,run_25.md,4,2,6,0.4000,0.6667
ODD-only,Qwen2.5-7B,run_26.md,6,0,4,0.6000,1.0000
ODD-only,Qwen2.5-7B,run_27.md,6,0,3,0.6667,1.0000
ODD-only,Qwen2.5-7B,run_28.md,5,1,5,0.5000,0.8333
ODD-only,Qwen2.5-7B,run_29.md,4,2,5,0.4444,0.6667
ODD-only,Qwen2.5-7B,run_30.md,5,1,5,0.5000,0.8333
ODD-only,Qwen3.7-Plus,run_01.md,4,2,2,0.6667,0.6667
ODD-only,Qwen3.7-Plus,run_02.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_03.md,5,1,2,0.7143,0.8333
ODD-only,Qwen3.7-Plus,run_04.md,2,4,0,1.0000,0.3333
ODD-only,Qwen3.7-Plus,run_05.md,2,4,0,1.0000,0.3333
ODD-only,Qwen3.7-Plus,run_06.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_07.md,5,1,0,1.0000,0.8333
ODD-only,Qwen3.7-Plus,run_08.md,5,1,2,0.7143,0.8333
ODD-only,Qwen3.7-Plus,run_09.md,4,2,2,0.6667,0.6667
ODD-only,Qwen3.7-Plus,run_10.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_11.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_12.md,2,4,0,1.0000,0.3333
ODD-only,Qwen3.7-Plus,run_13.md,4,2,0,1.0000,0.6667
ODD-only,Qwen3.7-Plus,run_14.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_15.md,4,2,0,1.0000,0.6667
ODD-only,Qwen3.7-Plus,run_16.md,4,2,0,1.0000,0.6667
ODD-only,Qwen3.7-Plus,run_17.md,5,1,2,0.7143,0.8333
ODD-only,Qwen3.7-Plus,run_18.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_19.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_20.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_21.md,4,2,0,1.0000,0.6667
ODD-only,Qwen3.7-Plus,run_22.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_23.md,1,5,0,1.0000,0.1667
ODD-only,Qwen3.7-Plus,run_24.md,4,2,0,1.0000,0.6667
ODD-only,Qwen3.7-Plus,run_25.md,4,2,0,1.0000,0.6667
ODD-only,Qwen3.7-Plus,run_26.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_27.md,4,2,0,1.0000,0.6667
ODD-only,Qwen3.7-Plus,run_28.md,4,2,2,0.6667,0.6667
ODD-only,Qwen3.7-Plus,run_29.md,4,2,1,0.8000,0.6667
ODD-only,Qwen3.7-Plus,run_30.md,4,2,1,0.8000,0.6667
ODD-only,gpt-oss-120b,run_01.md,1,5,0,1.0000,0.1667
ODD-only,gpt-oss-120b,run_02.md,0,6,1,0.0000,0.0000
ODD-only,gpt-oss-120b,run_03.md,2,4,0,1.0000,0.3333
ODD-only,gpt-oss-120b,run_04.md,4,2,2,0.6667,0.6667
ODD-only,gpt-oss-120b,run_05.md,6,0,4,0.6000,1.0000
ODD-only,gpt-oss-120b,run_06.md,2,4,0,1.0000,0.3333
ODD-only,gpt-oss-120b,run_07.md,5,1,2,0.7143,0.8333
ODD-only,gpt-oss-120b,run_08.md,6,0,4,0.6000,1.0000
ODD-only,gpt-oss-120b,run_09.md,5,1,2,0.7143,0.8333
ODD-only,gpt-oss-120b,run_10.md,6,0,4,0.6000,1.0000
ODD-only,gpt-oss-120b,run_11.md,1,5,1,0.5000,0.1667
ODD-only,gpt-oss-120b,run_12.md,1,5,0,1.0000,0.1667
ODD-only,gpt-oss-120b,run_13.md,5,1,3,0.6250,0.8333
ODD-only,gpt-oss-120b,run_14.md,6,0,3,0.6667,1.0000
ODD-only,gpt-oss-120b,run_15.md,5,1,9,0.3571,0.8333
ODD-only,gpt-oss-120b,run_16.md,6,0,4,0.6000,1.0000
ODD-only,gpt-oss-120b,run_17.md,5,1,3,0.6250,0.8333
ODD-only,gpt-oss-120b,run_18.md,1,5,0,1.0000,0.1667
ODD-only,gpt-oss-120b,run_19.md,3,3,0,1.0000,0.5000
ODD-only,gpt-oss-120b,run_20.md,5,1,3,0.6250,0.8333
ODD-only,gpt-oss-120b,run_21.md,5,1,4,0.5556,0.8333
ODD-only,gpt-oss-120b,run_22.md,5,1,2,0.7143,0.8333
ODD-only,gpt-oss-120b,run_23.md,5,1,3,0.6250,0.8333
ODD-only,gpt-oss-120b,run_24.md,5,1,4,0.5556,0.8333
ODD-only,gpt-oss-120b,run_25.md,1,5,0,1.0000,0.1667
ODD-only,gpt-oss-120b,run_26.md,6,0,2,0.7500,1.0000
ODD-only,gpt-oss-120b,run_27.md,1,5,0,1.0000,0.1667
ODD-only,gpt-oss-120b,run_28.md,5,1,5,0.5000,0.8333
ODD-only,gpt-oss-120b,run_29.md,5,1,4,0.5556,0.8333
ODD-only,gpt-oss-120b,run_30.md,1,5,0,1.0000,0.1667
