Experiment,Model,Run,TP,FN,FP,Precision,Recall
ODD+game_stuff,Llama-3.3-70B,run_26.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_27.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_28.md,5,1,1,0.8333,0.8333
ODD+game_stuff,Llama-3.3-70B,run_29.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Llama-3.3-70B,run_30.md,6,0,0,1.0000,1.0000
ODD+game_stuff,Qwen2.5-7B,run_01.md,5,1,7,0.4167,0.8333
ODD+game_stuff,Qwen2.5-7B,run_02.md,2,4,3,0.4000,0.3333
ODD+game_stuff,Qwen2.5-7B,run_03.md,2,4,4,0.3333,0.3333
ODD+game_stuff,Qwen2.5-7B,run_04.md,4,2,7,0.3636,0.6667
ODD+game_stuff,Qwen2.5-7B,run_05.md,5,1,1,0.8333,0.8333
ODD+game_stuff,Qwen2.5-7B,run_06.md,5,1,5,0.5000,0.8333
ODD+game_stuff,Qwen2.5-7B,run_07.md,3,3,2,0.6000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_08.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Qwen2.5-7B,run_09.md,5,1,10,0.3333,0.8333
ODD+game_stuff,Qwen2.5-7B,run_10.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Qwen2.5-7B,run_11.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Qwen2.5-7B,run_12.md,4,2,8,0.3333,0.6667
ODD+game_stuff,Qwen2.5-7B,run_13.md,4,2,6,0.4000,0.6667
ODD+game_stuff,Qwen2.5-7B,run_14.md,3,3,2,0.6000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_15.md,6,0,5,0.5455,1.0000
ODD+game_stuff,Qwen2.5-7B,run_16.md,2,4,4,0.3333,0.3333
ODD+game_stuff,Qwen2.5-7B,run_17.md,5,1,0,1.0000,0.8333
ODD+game_stuff,Qwen2.5-7B,run_18.md,4,2,2,0.6667,0.6667
ODD+game_stuff,Qwen2.5-7B,run_19.md,3,3,3,0.5000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_20.md,4,2,1,0.8000,0.6667
ODD+game_stuff,Qwen2.5-7B,run_21.md,5,1,6,0.4545,0.8333
ODD+game_stuff,Qwen2.5-7B,run_22.md,3,3,3,0.5000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_23.md,5,1,5,0.5000,0.8333
ODD+game_stuff,Qwen2.5-7B,run_24.md,5,1,1,0.8333,0.8333
ODD+game_stuff,Qwen2.5-7B,run_25.md,5,1,5,0.5000,0.8333
ODD+game_stuff,Qwen2.5-7B,run_26.md,3,3,2,0.6000,0.5000
ODD+game_stuff,Qwen2.5-7B,run_27.md,4,2,2,0.6667,0.6667
ODD+game_stuff,Qwen2.5-7B,run_28.md,5,1,6,0.4545,0.8333
ODD+game_stuff,Qwen2.5-7B,run_29.md,5,1,6,0.4545,0.8333
ODD+game_stuff,Qwen2.5-7B,run_30.md,4,2,1,0.8000,0.6667
